num	sample
475	0.89044
476	0.859098
477	0.98897
478	0.998123
479	0.629115
480	-0.47603
481	0.355044
482	-0.0717671
483	0.581774
484	-0.16145
485	0.788585
486	0.528245
487	0.961109
488	0.988909
489	0.736755
490	0.313049
491	0.778487
492	0.961678
493	0.565831
494	0.74181
495	0.305333
496	0.633814
497	0.558192
498	0.245756
499	0.694042
500	0.393467
501	0.511995
502	0.714574
503	0.890342
504	0.440338
505	0.972664
506	0.946914
507	-0.618392
508	0.259643
509	0.621629
510	-0.288672
511	0.468654
512	0.884228
513	0.846373
514	0.803482
515	0.86614
516	0.118021
517	0.45602
518	0.843436
519	0.954304
520	0.733596
521	0.331811
522	-0.750715
523	0.866019
524	-0.930687
525	0.511393
526	0.720342
527	0.971865
528	-0.368687
529	0.564636
530	-0.796166
531	0.457739
532	0.80336
533	0.32323
534	0.133364
535	-0.233815
536	0.765183
537	0.856277
538	0.840457
539	0.982041
540	-0.975867
541	0.822588
542	0.785455
543	0.775458
544	0.987112
545	-0.855509
546	0.857075
547	0.924055
548	0.698373
549	0.441226
550	0.912419
551	-0.326959
552	0.616148
553	0.709292
554	0.85541
555	-0.361074
556	0.187946
557	0.571184
558	0.804205
559	0.957589
560	0.800637
561	-0.151787
562	0.993399
563	0.951083
564	0.690548
565	0.971958
566	0.731315
567	0.972332
568	0.931957
569	0.989084
570	0.970952
571	-0.707664
572	0.0145977
573	0.538479
574	0.98325
575	0.371157
576	-0.0394943
577	0.957312
578	0.621973
579	0.966212
580	-0.0404209
581	0.832775
582	0.613757
583	-0.442559
584	0.857062
585	0.243027
586	-0.681762
587	-0.544043
588	-0.536797
589	0.966155
590	0.884102
591	0.962214
592	0.840894
593	0.718697
594	0.380783
595	0.999319
596	0.493311
597	0.652967
598	0.520726
599	0.993033
600	0.0141815
601	0.429508
602	0.84626
603	-0.523313
604	0.791191
605	0.661483
606	0.334854
607	0.218371
608	0.703478
609	0.503284
610	0.635199
611	0.447996
612	0.989867
613	-0.151885
614	-0.32928
615	0.459205
616	0.777446
617	0.831377
618	0.551303
619	0.999759
620	0.474909
621	0.872947
622	0.815333
623	0.923745
624	0.991883
625	0.95878
626	0.898243
627	0.858232
628	0.444192
629	-0.0908929
630	-0.526918
631	0.22805
632	0.602815
633	0.711453
634	0.902937
635	0.985658
636	-0.22605
637	-0.276649
638	0.77629
639	0.887335
640	0.940511
641	0.977155
642	0.994382
643	0.555249
644	0.524184
645	-0.0903833
646	0.849379
647	0.829627
648	0.946801
649	-0.32688
650	0.684991
651	0.768712
652	0.227099
653	-0.00671647
654	0.945693
655	-0.553108
656	0.652933
657	-0.233185
658	0.635891
659	0.993185
660	0.590743
661	0.94459
662	-0.226074
663	0.304351
664	0.561372
665	0.555266
666	0.840056
667	0.461687
668	0.868186
669	0.816556
670	0.554259
671	0.602091
672	0.797164
673	-0.481046
674	0.928343
675	0.827189
676	0.875976
677	0.726846
678	-0.259328
679	0.563262
680	0.563774
681	0.415568
682	-0.752867
683	0.882545
684	-0.262759
685	0.79041
686	0.861461
687	0.813188
688	0.985803
689	-0.295463
690	0.94906
691	-0.758625
692	0.724816
693	0.562058
694	0.713751
695	0.498394
696	0.0704646
697	-0.837287
698	0.707376
699	0.938029
700	0.512301
701	0.173511
702	-0.419053
703	-0.39191
704	0.169127
705	-0.312427
706	0.288931
707	-0.504932
708	-0.508313
709	0.944208
710	-0.0330653
711	0.749077
712	0.903139
713	0.635057
714	-0.0676669
715	0.100715
716	0.60379
717	0.717967
718	0.470427
719	0.90747
720	0.890588
721	0.97385
722	-0.760431
723	0.961236
724	0.543944
725	0.953933
726	0.853306
727	0.995729
728	0.895288
729	0.497429
730	0.688694
731	0.517633
732	0.498067
733	0.278457
734	0.682939
735	0.84721
736	0.319106
737	0.713956
738	-0.225764
739	-0.0419279
740	-0.631289
741	0.989951
742	-0.965655
743	0.0284241
744	0.795811
745	-0.414247
746	0.955442
747	0.871842
748	0.988409
749	0.695993
750	0.37198
751	0.73931
752	0.97524
753	0.710149
754	0.294353
755	0.953515
756	0.510104
757	-0.987601
758	0.243798
759	0.409828
760	0.945333
761	0.637741
762	0.619568
763	0.445356
764	0.954921
765	0.980617
766	0.997275
767	0.518222
768	0.988322
769	0.912962
770	0.843053
771	0.236231
772	0.154173
773	-0.0179779
774	0.972117
775	0.357933
776	0.630772
777	0.68064
778	0.905694
779	0.938705
780	-0.127279
781	0.595284
782	0.938065
783	0.926205
784	-0.300004
785	-0.0555918
786	0.380247
787	-0.4492
788	0.592107
789	-0.273567
790	0.75705
791	0.240755
792	0.782094
793	-0.22507
794	0.991763
795	0.975908
796	0.542721
797	0.228812
798	0.251061
799	0.668342
800	-0.679064
801	0.816951
802	0.568194
803	0.519331
804	0.921904
805	0.865192
806	0.984053
807	0.474988
808	0.962
809	0.901231
810	0.484878
811	0.802909
812	0.34543
813	0.952219
814	-0.249731
815	0.141763
816	0.0443013
817	0.560202
818	0.887238
819	0.716592
820	0.673375
821	-0.995094
822	0.593156
823	-0.521136
824	0.128639
825	0.975844
826	0.150926
827	0.945135
828	0.918636
829	-0.0446697
830	0.789915
831	-0.234014
832	0.876917
833	0.815241
834	0.92319
835	0.66357
836	0.969008
837	-0.613914
838	0.355257
839	0.868994
840	0.58268
841	0.00790395
842	-0.27561
843	0.925864
844	0.656024
845	0.955607
846	0.880178
847	0.570325
848	0.512799
849	0.704689
850	0.958472
851	0.882559
852	-0.954331
853	0.855544
854	0.970844
855	0.866094
856	0.0227366
857	0.668489
858	-0.121936
859	0.487674
860	0.977643
861	0.972332
862	0.332132
863	0.452105
864	0.785304
865	0.987266
866	-0.0904137
867	0.268192
868	0.951854
869	0.678267
870	0.962584
871	0.0530254
872	0.722527
873	0.426092
874	0.406345
875	0.622613
876	0.603919
877	0.484739
878	0.969051
879	0.87925
880	0.87671
881	0.348505
882	0.765695
883	0.906237
884	0.91489
885	0.461336
886	0.901728
887	0.881735
888	-0.116849
889	0.948522
890	0.615186
891	0.671894
892	0.624586
893	0.756707
894	0.802513
895	0.685446
896	0.948894
897	0.807709
898	0.557754
899	0.580615
900	0.922641
901	0.468131
902	0.138709
903	-0.547644
904	0.952923
905	0.970466
906	-0.212752
907	0.442212
908	0.016792
909	-0.232874
910	0.962956
911	-0.563859
912	0.993366
913	-0.33115
914	0.947426
915	0.755466
916	0.503266
917	0.457234
918	0.894205
919	0.402261
920	0.830032
921	0.706497
922	0.670197
923	0.963486
924	0.74428
925	0.9305
926	0.875507
927	-0.689362
928	0.902951
929	0.155435
930	0.964297
931	-0.658289
932	0.439492
933	-0.313892
934	0.658998
935	0.92718
936	0.367097
937	-0.0775394
938	0.434006
939	0.924155
940	-0.121645
941	0.186786
942	-0.488297
943	0.863066
944	0.548141
945	0.394437
946	0.871225
947	0.445116
948	0.876846
949	0.924808
950	0.157852
951	0.991039
952	-0.0321447
953	0.350618
954	0.032788
955	0.463154
956	0.664379
957	0.711642
958	0.943
959	0.958635
960	0.165244
961	0.803887
962	-0.254303
963	0.638336
964	0.418185
965	0.406259
966	0.667383
967	0.878093
968	-0.486278
969	0.954277
970	0.881091
971	0.0208986
972	0.978416
973	0.694535
974	0.999936
975	0.0929991
976	0.724807
977	0.349268
978	0.380193
979	0.777479
980	0.971712
981	0.919839
982	0.874507
983	0.748596
984	0.971938
985	0.678807
986	0.951973
987	0.933901
988	0.146108
989	0.901921
990	-0.894333
991	0.419188
992	0.193203
993	0.695142
994	0.882306
995	-0.324673
996	0.703919
997	0.978133
998	0.19053
999	0.844057
1000	0.779047
1001	-0.91209
1002	0.659286
1003	0.865023
1004	-0.650921
1005	0.954426
1006	0.709429
1007	-0.747506
1008	0.178112
1009	0.983813
1010	0.769812
1011	-0.274296
1012	0.343073
1013	0.635435
1014	-0.822671
1015	0.57314
1016	0.675451
1017	0.232925
1018	0.77537
1019	0.891859
1020	0.211127
1021	0.801978
1022	0.816888
1023	0.981922
1024	0.905751
1025	0.9406
1026	0.676566
1027	0.0524339
1028	0.998599
1029	-0.170137
1030	0.65396
1031	-0.492944
1032	0.980178
1033	0.987885
1034	0.871699
1035	0.47144
1036	0.261585
1037	0.289593
1038	-0.179487
1039	0.715448
1040	-0.115525
1041	0.406734
1042	0.806901
1043	0.876708
1044	-0.796482
1045	0.599798
1046	0.826236
1047	0.942837
1048	0.658678
1049	0.98941
1050	0.290419
1051	-0.883177
1052	0.668767
1053	0.266106
1054	0.92898
1055	0.202428
1056	0.393992
1057	0.912622
1058	0.86905
1059	0.747531
1060	0.862577
1061	0.583447
1062	-0.95296
1063	-0.901183
1064	0.699915
1065	-0.403301
1066	-0.602253
1067	0.988097
1068	0.945434
1069	-0.0730951
1070	-0.994034
1071	0.97936
1072	0.321461
1073	0.0543503
1074	0.853787
1075	-0.267139
1076	0.28795
1077	0.991487
1078	0.816766
1079	0.71006
1080	0.552332
1081	0.903708
1082	-0.119191
1083	0.988746
1084	0.946382
1085	0.799696
1086	-0.658415
1087	0.859931
1088	0.96838
1089	0.714162
1090	0.479135
1091	-0.212011
1092	0.892807
1093	0.956769
1094	-0.31119
1095	0.89512
1096	-0.853971
1097	0.988646
1098	0.797595
1099	0.742158
1100	0.362126
1101	0.974653
1102	0.291103
1103	0.931118
1104	0.994961
1105	0.908492
1106	0.70827
1107	-0.505398
1108	0.655132
1109	0.611031
1110	0.111157
1111	0.590574
1112	0.485473
1113	-0.0270253
1114	0.615257
1115	0.283279
1116	0.711522
1117	-0.714062
1118	0.965548
1119	0.925384
1120	0.742295
1121	0.942183
1122	0.986977
1123	-0.259105
1124	0.810128
1125	0.99933
1126	0.995914
1127	0.78792
1128	-0.17618
1129	0.770586
1130	-0.981533
1131	0.0984618
1132	0.984707
1133	0.434347
1134	0.815949
1135	0.327478
1136	0.981656
1137	0.877325
1138	0.432794
1139	0.912901
1140	-0.270824
1141	0.543549
1142	0.168593
1143	0.848561
1144	-0.299836
1145	0.550943
1146	0.31745
1147	0.694568
1148	0.471266
1149	0.863515
1150	-0.794109
1151	0.812572
1152	0.196105
1153	0.298084
1154	0.917291
1155	0.984504
1156	0.406361
1157	0.930473
1158	-0.29192
1159	0.812568
1160	0.890594
1161	-0.0572061
1162	0.594008
1163	0.959997
1164	-0.294028
1165	-0.845567
1166	0.777063
1167	0.607304
1168	0.916488
1169	0.97239
1170	0.369231
1171	0.537309
1172	0.671732
1173	0.774945
1174	0.99453
1175	0.857631
1176	0.539141
1177	0.285727
1178	0.980467
1179	-0.142596
1180	0.872242
1181	0.973145
1182	0.835313
1183	0.589812
1184	0.0987241
1185	0.502505
1186	0.863811
1187	0.824324
1188	0.974145
1189	0.948926
1190	0.925278
1191	0.967648
1192	0.316699
1193	0.506022
1194	0.523456
1195	0.749802
1196	0.837832
1197	0.341163
1198	-0.834559
1199	0.554354
1200	0.389536
1201	0.979554
1202	0.958138
1203	0.946019
1204	0.826879
1205	0.460885
1206	0.738676
1207	0.924821
1208	-0.319763
1209	0.917709
1210	-0.670611
1211	0.925412
1212	0.920999
1213	-0.602711
1214	0.807258
1215	0.69025
1216	-0.00373846
1217	-0.0880265
1218	0.903032
1219	0.756565
1220	0.994235
1221	0.993976
1222	0.997538
1223	-0.219877
1224	0.978074
1225	0.23536
1226	0.637369
1227	0.894229
1228	0.113826
1229	0.755286
1230	0.0540684
1231	-0.288122
1232	-0.2297
1233	0.485261
1234	-0.958684
1235	0.592378
1236	0.83498
1237	0.558153
1238	-0.389199
1239	-0.526585
1240	0.320962
1241	-0.00563789
1242	0.987946
1243	-0.0763356
1244	0.919939
1245	0.773156
1246	0.758035
1247	0.700848
1248	0.990315
1249	0.496209
1250	0.910885
1251	0.744902
1252	0.548768
1253	0.984467
1254	0.783697
1255	-0.218445
1256	0.581851
1257	0.907524
1258	0.855272
1259	0.969594
1260	0.274545
1261	0.894674
1262	0.63949
1263	0.761989
1264	0.984314
1265	0.99295
1266	0.94659
1267	0.487854
1268	0.9579
1269	0.816116
1270	0.599631
1271	-0.709792
1272	0.90132
1273	0.689861
1274	0.909973
1275	0.888858
1276	0.913841
1277	0.372523
1278	0.917568
1279	0.738673
1280	0.656247
1281	0.842663
1282	-0.819423
1283	-0.300503
1284	0.35365
1285	0.994232
1286	-0.124383
1287	0.434653
1288	-0.602404
1289	0.435972
1290	0.41411
1291	0.981279
1292	0.93913
1293	0.528173
1294	-0.792613
1295	0.932498
1296	0.832357
1297	-0.0717275
1298	0.998685
1299	-0.311285
1300	0.949037
1301	0.358358
1302	0.607059
1303	0.914821
1304	0.84431
1305	0.977926
1306	0.80249
1307	-0.323968
1308	0.956489
1309	0.900785
1310	0.86699
1311	-0.584513
1312	0.54969
1313	-0.0127096
1314	0.928099
1315	0.859719
1316	0.955944
1317	0.988475
1318	0.903842
1319	0.998067
1320	0.797361
1321	-0.699685
1322	-0.877019
1323	0.456784
1324	0.928861
1325	0.948605
1326	0.986407
1327	-0.511323
1328	-0.646764
1329	0.96838
1330	0.382079
1331	0.747471
1332	0.994044
1333	0.556247
1334	0.836171
1335	0.556911
1336	0.900256
1337	0.717429
1338	0.215879
1339	0.304484
1340	0.27115
1341	0.722171
1342	0.861443
1343	0.982195
1344	0.855497
1345	0.907316
1346	-0.00708956
1347	0.513729
1348	0.576343
1349	0.850355
1350	0.361997
1351	0.378283
1352	0.48213
1353	0.922373
1354	0.765588
1355	-0.449684
1356	-0.432275
1357	0.509031
1358	0.89937
1359	0.851902
1360	0.86452
1361	0.899712
1362	0.34217
1363	0.738097
1364	0.733274
1365	0.883953
1366	0.984979
1367	0.32066
1368	0.913693
1369	0.83195
1370	0.767959
1371	0.903914
1372	0.980246
1373	-0.70287
1374	-0.0920757
1375	0.893594
1376	-0.400468
1377	0.70521
1378	0.164511
1379	0.311771
1380	0.86057
1381	-0.751036
1382	0.951751
1383	0.619423
1384	0.690183
1385	0.729985
1386	0.821354
1387	0.461945
1388	-0.306748
1389	0.410127
1390	-0.0100414
1391	0.745704
1392	0.409407
1393	0.985414
1394	0.988174
1395	0.801679
1396	0.799568
1397	0.995054
1398	0.957725
1399	0.898526
1400	0.400212
1401	0.499157
1402	0.106184
1403	0.672758
1404	0.996758
1405	0.967928
1406	-0.221142
1407	-0.789338
1408	0.962451
1409	0.727095
1410	0.102663
1411	0.84164
1412	0.820364
1413	-0.203524
1414	0.275117
1415	-0.543187
1416	0.133711
1417	-0.156917
1418	0.0795309
1419	0.849739
1420	-0.612891
1421	-0.302885
1422	-0.148641
1423	0.406342
1424	0.368341
1425	0.263368
1426	0.890309
1427	0.99934
1428	0.723862
1429	0.980309
1430	0.550295
1431	-0.278269
1432	0.5689
1433	0.362523
1434	0.680009
1435	0.829832
1436	0.640982
1437	0.9769
1438	0.956661
1439	0.860659
1440	0.675713
1441	-0.159673
1442	0.550924
1443	0.862225
1444	0.336918
1445	-0.291934
1446	0.966221
1447	0.865201
1448	0.797772
1449	0.913285
1450	0.934689
1451	0.668419
1452	0.955139
1453	0.969625
1454	0.305084
1455	0.791437
1456	0.716255
1457	0.727877
1458	0.97785
1459	0.382385
1460	0.994385
1461	0.963882
1462	0.638021
1463	0.92592
1464	0.900725
1465	0.844576
1466	0.413105
1467	0.0903114
1468	0.840157
1469	0.93812
1470	-0.86056
1471	0.819295
1472	0.617273
1473	0.962225
1474	0.416442
1475	0.657293
1476	0.703752
1477	-0.121407
1478	0.867635
1479	0.932233
1480	-0.557155
1481	0.351863
1482	-0.693058
1483	0.98486
1484	0.83709
1485	0.987626
1486	0.721325
1487	0.918216
1488	0.514321
1489	0.478402
1490	0.520763
1491	0.830426
1492	0.488486
1493	0.963161
1494	0.99433
1495	-0.749273
1496	0.0808366
1497	-0.2506
1498	-0.662233
1499	0.187892
1500	0.622502
1501	0.935322
1502	0.170408
1503	0.680626
1504	0.974779
1505	0.837123
1506	0.916174
1507	0.740761
1508	0.993359
1509	0.775391
1510	-0.640236
1511	0.0953959
1512	0.562864
1513	0.786202
1514	0.902307
1515	0.575318
1516	0.865842
1517	0.911911
1518	0.407826
1519	0.992944
1520	0.824415
1521	0.955058
1522	0.745518
1523	0.885114
1524	0.901548
1525	0.966362
1526	-0.0799293
1527	0.747752
1528	0.597362
1529	0.972275
1530	-0.286299
1531	0.994088
1532	0.952675
1533	-0.45829
1534	0.677198
1535	0.870561
1536	0.883077
1537	0.965654
1538	0.917091
1539	0.394627
1540	0.685735
1541	0.860535
1542	-0.130024
1543	0.0820746
1544	0.665551
1545	0.367227
1546	0.947022
1547	0.773304
1548	0.469002
1549	0.940824
1550	0.919644
1551	0.999451
1552	0.940123
1553	0.577339
1554	-0.178554
1555	0.937034
1556	-0.545238
1557	0.47195
1558	0.970935
1559	0.986391
1560	0.817603
1561	0.851878
1562	-0.661595
1563	0.703443
1564	0.736739
1565	0.452997
1566	-0.489857
1567	0.191289
1568	0.485875
1569	0.606768
1570	0.777359
1571	0.873555
1572	0.408591
1573	0.431419
1574	-0.832721
1575	-0.672777
1576	0.270536
1577	0.884315
1578	0.808162
1579	0.901133
1580	0.900655
1581	0.944339
1582	0.872275
1583	0.992854
1584	0.962528
1585	0.77369
1586	0.77495
1587	-0.720633
1588	0.999508
1589	-0.160169
1590	0.884375
1591	0.927665
1592	0.512028
1593	0.0916459
1594	-0.318979
1595	0.889196
1596	0.630199
1597	0.868155
1598	0.969224
1599	-0.0954668
1600	0.970711
1601	0.573156
1602	0.382553
1603	0.979883
1604	0.996855
1605	0.0983988
1606	0.829683
1607	-0.279212
1608	0.825344
1609	0.930717
1610	0.849084
1611	0.581551
1612	0.528667
1613	0.544819
1614	0.776305
1615	0.955301
1616	0.974566
1617	-0.585865
1618	0.0393048
1619	-0.250726
1620	0.079863
1621	0.465202
1622	0.694777
1623	0.80906
1624	0.879489
1625	0.958913
1626	0.996323
1627	0.834022
1628	0.939227
1629	0.905623
1630	0.387413
1631	0.952779
1632	-0.659422
1633	-0.996697
1634	0.310405
1635	0.642307
1636	0.815929
1637	-0.303321
1638	0.841192
1639	0.918088
1640	0.0523093
1641	0.578321
1642	0.709327
1643	0.629096
1644	0.917073
1645	0.986302
1646	0.916623
1647	-0.43375
1648	0.919673
1649	-0.502165
1650	0.211511
1651	-0.0687646
1652	0.0938603
1653	0.718051
1654	0.840271
1655	0.652564
1656	0.986004
1657	0.223601
1658	0.897451
1659	0.950383
1660	0.751323
1661	0.634817
1662	0.781882
1663	0.597968
1664	0.744806
1665	0.580969
1666	0.55628
1667	0.856328
1668	-0.350409
1669	-0.0160982
1670	0.941905
1671	0.90184
1672	0.32888
1673	0.519102
1674	0.97339
1675	0.926227
1676	0.797017
1677	0.169408
1678	-0.648989
1679	0.601391
1680	0.840925
1681	0.931278
1682	0.942584
1683	-0.731679
1684	0.234235
1685	0.451085
1686	0.0641719
1687	0.918678
1688	0.899853
1689	0.70597
1690	0.99421
1691	-0.106038
1692	0.962867
1693	-0.230158
1694	-0.0289614
1695	0.856902
1696	-0.263825
1697	0.754853
1698	0.585758
1699	0.877273
1700	0.963287
1701	0.901179
1702	0.941216
1703	-0.730419
1704	0.393075
1705	0.704468
1706	0.579535
1707	0.198075
1708	0.388143
1709	0.980767
1710	0.358167
1711	0.478556
1712	-0.96698
1713	0.939095
1714	-0.0617503
1715	0.115514
1716	0.263892
1717	0.9566
1718	0.122912
1719	0.915889
1720	0.921244
1721	0.973776
1722	-0.234499
1723	0.156682
1724	0.885874
1725	0.0888105
1726	0.340268
1727	-0.0153406
1728	0.00696328
1729	0.666159
1730	-0.263263
1731	0.416897
1732	0.594846
1733	-0.794334
1734	0.537195
1735	-0.343568
1736	0.680206
1737	0.929958
1738	0.926396
1739	-0.419533
1740	0.78616
1741	0.934188
1742	0.217138
1743	0.896773
1744	0.959186
1745	0.920274
1746	-0.275157
1747	-0.920624
1748	0.0744078
1749	0.302449
1750	0.798506
1751	0.530634
1752	0.861584
1753	0.477056
1754	-0.0634157
1755	0.398327
1756	0.956474
1757	0.985582
1758	0.126291
1759	0.911175
1760	0.309472
1761	0.957661
1762	-0.0198923
1763	0.836234
1764	-0.398097
1765	0.991065
1766	0.859787
1767	0.937581
1768	0.755618
1769	0.660464
1770	0.803082
1771	0.718492
1772	0.651409
1773	0.895382
1774	0.0270584
1775	0.00130953
1776	0.602205
1777	0.414968
1778	-0.456516
1779	0.938814
1780	0.902128
1781	0.733837
1782	0.992963
1783	-0.465615
1784	0.899413
1785	0.292266
1786	0.504438
1787	0.162755
1788	0.911475
1789	-0.105274
1790	0.936742
1791	0.833106
1792	-0.54996
1793	0.922713
1794	0.807725
1795	0.965042
1796	0.889263
1797	0.750434
1798	0.935114
1799	0.320804
1800	0.736819
1801	0.356899
1802	0.989055
1803	0.183368
1804	-0.864774
1805	0.425264
1806	0.690313
1807	-0.76492
1808	0.748666
1809	0.952169
1810	0.862438
1811	0.803946
1812	0.984648
1813	0.985491
1814	0.929246
1815	0.791599
1816	0.673478
1817	-0.884778
1818	0.790372
1819	0.996323
1820	0.926239
1821	0.453953
